Price,Gross_Square_Meter,Number_of_rooms,Building_Age,Heating_Type,District
450000.00,110,2,0_5,Non Central,Kartal
450000.00,110,2,0_5,Non Central,Kartal
450000.00,110,2,0_5,Non Central,Kartal
450000.00,110,2,0_5,Non Central,Kartal
450000.00,110,2,0_5,Non Central,Kartal
450000.00,110,2,0_5,Non Central,Kucukcekmece
450000.00,110,2,0_5,Non Central,Tuzla
450000.00,105,2,0_5,Non Central,Gaziosmanpasa
450000.00,104,2,0_5,Central,Basaksehir
450000.00,104,2,0_5,Central,Kucukcekmece
450000.00,103,2,0_5,Central,Tuzla
450000.00,102,2,0_5,Non Central,Pendik
450000.00,100,2,0_5,Central,Atasehir
450000.00,100,2,0_5,Non Central,Bagcilar
450000.00,100,2,0_5,Non Central,Bagcilar
450000.00,100,2,0_5,Non Central,Bagcilar
450000.00,100,2,0_5,Non Central,Bagcilar
450000.00,100,2,0_5,Non Central,Bahcelievler
450000.00,100,2,0_5,Non Central,Bayrampasa
450000.00,100,2,0_5,Non Central,Bayrampasa
450000.00,100,2,0_5,Non Central,Gaziosmanpasa
450000.00,100,2,0_5,Non Central,Kartal
450000.00,100,2,0_5,Central,Maltepe
450000.00,100,2,0_5,Non Central,Sultangazi
450000.00,98,2,0_5,Central,Bagcilar
450000.00,98,2,0_5,Non Central,Bahcelievler
450000.00,98,2,0_5,Central,Pendik
450000.00,97,2,0_5,Non Central,Bagcilar
450000.00,95,2,0_5,Non Central,Avcilar
450000.00,95,2,0_5,Non Central,Avcilar
450000.00,95,2,0_5,Non Central,Avcilar
450000.00,95,2,0_5,Non Central,Kagithane
450000.00,95,2,0_5,Central,Kucukcekmece
450000.00,95,2,0_5,Non Central,Sisli
450000.00,95,2,0_5,Non Central,Uskudar
450000.00,95,2,0_5,Non Central,Uskudar
450000.00,85,2,0_5,Non Central,Uskudar
450000.00,85,2,0_5,Non Central,Uskudar
450000.00,85,2,0_5,Non Central,Uskudar
450000.00,85,2,0_5,Non Central,Uskudar
450000.00,90,2,0_5,Non Central,Atasehir
450000.00,90,2,0_5,Non Central,Avcilar
450000.00,90,2,0_5,Non Central,Avcilar
450000.00,90,2,0_5,Non Central,Bahcelievler
450000.00,90,2,0_5,Non Central,Bayrampasa
450000.00,90,2,0_5,Non Central,Eyupsultan
450000.00,90,2,0_5,Non Central,Eyupsultan
450000.00,90,2,0_5,Non Central,Eyupsultan
450000.00,90,2,0_5,Central,Eyupsultan
450000.00,90,2,0_5,Non Central,Eyupsultan
450000.00,90,2,0_5,Non Central,Eyupsultan
450000.00,90,2,0_5,Non Central,Gaziosmanpasa
450000.00,90,2,0_5,Non Central,Gungoren
450000.00,90,2,0_5,Non Central,Kagithane
450000.00,90,2,0_5,Non Central,Kagithane
450000.00,90,2,0_5,Non Central,Kartal
450000.00,90,2,0_5,Non Central,Kartal
450000.00,90,2,0_5,Non Central,Maltepe
450000.00,90,2,0_5,Non Central,Maltepe
450000.00,90,2,0_5,Central,Maltepe
450000.00,90,2,0_5,Central,Pendik
450000.00,90,2,0_5,Non Central,Sisli
450000.00,90,2,0_5,Non Central,Sultangazi
450000.00,85,2,0_5,Non Central,Avcilar
450000.00,85,2,0_5,Non Central,Bayrampasa
450000.00,85,2,0_5,Non Central,Eyupsultan
450000.00,85,2,0_5,Non Central,Eyupsultan
450000.00,85,2,0_5,Non Central,Kagithane
450000.00,85,2,0_5,Non Central,Sisli
450000.00,80,2,0_5,Non Central,Atasehir
450000.00,80,2,0_5,Non Central,Kagithane
450000.00,80,2,0_5,Non Central,Kagithane
450000.00,80,2,0_5,Non Central,Kagithane
450000.00,75,2,0_5,Non Central,Kagithane
450000.00,75,2,0_5,Non Central,Maltepe
450000.00,75,2,0_5,Non Central,Maltepe
450000.00,70,2,0_5,Non Central,Bayrampasa
450000.00,70,2,0_5,Central,Kucukcekmece
449000.00,170,2,0_5,Non Central,Sultangazi
449000.00,100,2,0_5,Non Central,Esenler
449000.00,98,2,0_5,Non Central,Bahcelievler
449000.00,95,2,0_5,Non Central,Maltepe
449000.00,75,2,0_5,Non Central,Eyupsultan
447300.00,83,2,0_5,Central,Kagithane
447192.00,111,2,0_5,Central,Pendik
445000.00,135,2,0_5,Non Central,Kagithane
445000.00,124,2,0_5,Central,Esenyurt
445000.00,120,2,0_5,Central,Gaziosmanpasa
445000.00,110,2,0_5,Non Central,Pendik
445000.00,110,2,0_5,Non Central,Pendik
445000.00,100,2,0_5,Non Central,Atasehir
445000.00,100,2,0_5,Non Central,Bayrampasa
445000.00,100,2,0_5,Non Central,Kucukcekmece
445000.00,94,2,0_5,Non Central,Eyupsultan
445000.00,90,2,0_5,Non Central,Eyupsultan
445000.00,86,2,0_5,Non Central,Maltepe
445000.00,85,2,0_5,Non Central,Bahcelievler
445000.00,80,2,0_5,Central,Kagithane
441000.00,90,2,0_5,Central,Eyupsultan
441000.00,90,2,0_5,Non Central,Eyupsultan
440000.00,185,2,0_5,Non Central,Gaziosmanpasa
440000.00,145,2,0_5,Non Central,Pendik
440000.00,145,2,0_5,Non Central,Pendik
440000.00,130,2,0_5,Central,Sultangazi
440000.00,130,2,0_5,Non Central,Sultangazi
440000.00,125,2,0_5,Central,Esenyurt
440000.00,118,2,0_5,Central,Basaksehir
440000.00,115,2,0_5,Non Central,Sancaktepe
440000.00,113,2,0_5,Central,Esenyurt
440000.00,111,2,0_5,Non Central,Pendik
440000.00,110,2,0_5,Non Central,Kartal
440000.00,110,2,0_5,Non Central,Tuzla
440000.00,109,2,0_5,Central,Basaksehir
440000.00,109,2,0_5,Non Central,Sile
440000.00,107,2,0_5,Central,Esenler
440000.00,105,2,0_5,Non Central,Bagcilar
440000.00,105,2,0_5,Non Central,Kucukcekmece
440000.00,103,2,0_5,Central,Sancaktepe
440000.00,100,2,0_5,Non Central,Bahcelievler
440000.00,100,2,0_5,Non Central,Bahcelievler
440000.00,100,2,0_5,Non Central,Bayrampasa
440000.00,100,2,0_5,Non Central,Esenler
440000.00,100,2,0_5,Non Central,Eyupsultan
440000.00,100,2,0_5,Non Central,Kartal
440000.00,100,2,0_5,Non Central,Maltepe
440000.00,100,2,0_5,Non Central,Maltepe
440000.00,100,2,0_5,Central,Pendik
440000.00,96,2,0_5,Central,Basaksehir
440000.00,95,2,0_5,Non Central,Bahcelievler
440000.00,95,2,0_5,Central,Eyupsultan
440000.00,95,2,0_5,Non Central,Kagithane
440000.00,90,2,0_5,Non Central,Uskudar
440000.00,90,2,0_5,Non Central,Kucukcekmece
440000.00,90,2,0_5,Non Central,Kucukcekmece
440000.00,90,2,0_5,Non Central,Maltepe
440000.00,86,2,0_5,Non Central,Kartal
440000.00,85,2,0_5,Non Central,Maltepe
440000.00,80,2,0_5,Non Central,Bayrampasa
440000.00,80,2,0_5,Non Central,Eyupsultan
440000.00,80,2,0_5,Central,Kagithane
440000.00,80,2,0_5,Non Central,Sisli
440000.00,78,2,0_5,Central,Maltepe
439999.00,100,2,0_5,Central,Basaksehir
439000.00,100,2,0_5,Non Central,Sultangazi
439000.00,98,2,0_5,Non Central,Bahcelievler
438000.00,95,2,0_5,Non Central,Bahcelievler
437832.00,112,2,0_5,Central,Pendik
436000.00,90,2,0_5,Central,Eyupsultan
435000.00,180,2,0_5,Non Central,Sultangazi
435000.00,135,2,0_5,Non Central,Sultangazi
435000.00,125,2,0_5,Central,Basaksehir
435000.00,125,2,0_5,Central,Esenyurt
435000.00,110,2,0_5,Non Central,Kartal
435000.00,109,2,0_5,Central,Basaksehir
435000.00,105,2,0_5,Central,Atasehir
435000.00,105,2,0_5,Central,Basaksehir
435000.00,100,2,0_5,Central,Bagcilar
435000.00,100,2,0_5,Non Central,Eyupsultan
435000.00,100,2,0_5,Non Central,Gaziosmanpasa
435000.00,100,2,0_5,Non Central,Gaziosmanpasa
435000.00,100,2,0_5,Non Central,Kartal
435000.00,95,2,0_5,Non Central,Bahcelievler
435000.00,95,2,0_5,Non Central,Bayrampasa
435000.00,95,2,0_5,Non Central,Buyukcekmece
435000.00,95,2,0_5,Non Central,Eyupsultan
435000.00,95,2,0_5,Non Central,Kartal
435000.00,90,2,0_5,Non Central,Atasehir
435000.00,85,2,0_5,Non Central,Bayrampasa
435000.00,80,2,0_5,Central,Kagithane
435000.00,80,2,0_5,Central,Kagithane
434000.00,90,2,0_5,Non Central,Bahcelievler
430000.00,150,2,0_5,Central,Sancaktepe
430000.00,150,2,0_5,Non Central,Tuzla
430000.00,135,2,0_5,Central,Avcilar
430000.00,135,2,0_5,Non Central,Beylikduzu
430000.00,125,2,0_5,Central,Esenyurt
430000.00,125,2,0_5,Central,Sancaktepe
430000.00,120,2,0_5,Non Central,Beylikduzu
430000.00,115,2,0_5,Central,Cekmekoy
430000.00,115,2,0_5,Central,Cekmekoy
430000.00,115,2,0_5,Non Central,Maltepe
430000.00,111,2,0_5,Central,Sancaktepe
430000.00,110,2,0_5,Non Central,Bagcilar
430000.00,110,2,0_5,Non Central,Bahcelievler
430000.00,110,2,0_5,Non Central,Bahcelievler
430000.00,110,2,0_5,Central,Basaksehir
430000.00,110,2,0_5,Non Central,Kucukcekmece
430000.00,109,2,0_5,Central,Pendik
430000.00,105,2,0_5,Central,Esenler
430000.00,100,2,0_5,Non Central,Eyupsultan
430000.00,100,2,0_5,Non Central,Eyupsultan
430000.00,98,2,0_5,Non Central,Bahcelievler
430000.00,98,2,0_5,Non Central,Kagithane
430000.00,98,2,0_5,Central,Kucukcekmece
430000.00,95,2,0_5,Central,Bagcilar
430000.00,95,2,0_5,Non Central,Bahcelievler
430000.00,95,2,0_5,Non Central,Bahcelievler
430000.00,95,2,0_5,Non Central,Bahcelievler
430000.00,95,2,0_5,Non Central,Eyupsultan
430000.00,95,2,0_5,Non Central,Maltepe
430000.00,95,2,0_5,Non Central,Tuzla
430000.00,88,2,0_5,Non Central,Uskudar
430000.00,90,2,0_5,Non Central,Avcilar
430000.00,90,2,0_5,Non Central,Bahcelievler
430000.00,90,2,0_5,Non Central,Bahcelievler
430000.00,90,2,0_5,Non Central,Bayrampasa
430000.00,90,2,0_5,Non Central,Eyupsultan
430000.00,90,2,0_5,Non Central,Eyupsultan
430000.00,90,2,0_5,Non Central,Fatih
430000.00,90,2,0_5,Non Central,Gaziosmanpasa
430000.00,90,2,0_5,Central,Kadikoy
430000.00,90,2,0_5,Non Central,Kagithane
430000.00,90,2,0_5,Central,Kartal
430000.00,90,2,0_5,Non Central,Kucukcekmece
430000.00,90,2,0_5,Non Central,Kucukcekmece
430000.00,90,2,0_5,Non Central,Maltepe
430000.00,80,2,0_5,Non Central,Maltepe
430000.00,68,2,0_5,Non Central,Kagithane
429000.00,130,2,0_5,Non Central,Esenyurt
429000.00,128,2,0_5,Non Central,Bahcelievler
429000.00,98,2,0_5,Non Central,Bahcelievler
429000.00,95,2,0_5,Non Central,Bahcelievler
429000.00,90,2,0_5,Non Central,Maltepe
429000.00,90,2,0_5,Central,Maltepe
427777.00,95,2,0_5,Non Central,Atasehir
425000.00,150,2,0_5,Non Central,Avcilar
425000.00,138,2,0_5,Central,Esenyurt
425000.00,129,2,0_5,Central,Basaksehir
425000.00,125,2,0_5,Non Central,Cekmekoy
425000.00,125,2,0_5,Non Central,Pendik
425000.00,118,2,0_5,Central,Basaksehir
425000.00,118,2,0_5,Central,Basaksehir
425000.00,115,2,0_5,Central,Bagcilar
425000.00,110,2,0_5,Non Central,Esenler
425000.00,109,2,0_5,Central,Basaksehir
425000.00,105,2,0_5,Central,Bahcelievler
425000.00,100,2,0_5,Central,Atasehir
425000.00,100,2,0_5,Central,Atasehir
425000.00,100,2,0_5,Central,Bagcilar
425000.00,100,2,0_5,Non Central,Kartal
425000.00,100,2,0_5,Non Central,Kartal
425000.00,100,2,0_5,Non Central,Maltepe
425000.00,100,2,0_5,Non Central,Maltepe
425000.00,100,2,0_5,Non Central,Sultangazi
425000.00,95,2,0_5,Non Central,Bagcilar
425000.00,95,2,0_5,Non Central,Esenler
425000.00,95,2,0_5,Non Central,Eyupsultan
425000.00,95,2,0_5,Non Central,Kagithane
425000.00,95,2,0_5,Non Central,Kagithane
425000.00,95,2,0_5,Non Central,Kucukcekmece
425000.00,95,2,0_5,Non Central,Pendik
425000.00,95,2,0_5,Non Central,Sisli
425000.00,72,2,0_5,Non Central,Uskudar
425000.00,72,2,0_5,Non Central,Uskudar
425000.00,90,2,0_5,Non Central,Atasehir
425000.00,90,2,0_5,Non Central,Bahcelievler
425000.00,90,2,0_5,Non Central,Bahcelievler
425000.00,90,2,0_5,Non Central,Kadikoy
425000.00,90,2,0_5,Central,Kagithane
425000.00,90,2,0_5,Non Central,Maltepe
425000.00,85,2,0_5,Non Central,Kartal
425000.00,85,2,0_5,Non Central,Maltepe
424000.00,105,2,0_5,Non Central,Bahcelievler
424000.00,105,2,0_5,Non Central,Kartal
424000.00,105,2,0_5,Non Central,Kartal
424000.00,105,2,0_5,Non Central,Kartal
424000.00,105,2,0_5,Non Central,Kartal
424000.00,100,2,0_5,Central,Basaksehir
423000.00,75,2,0_5,Central,Maltepe
422000.00,119,2,0_5,Central,Tuzla
420000.00,160,2,0_5,Non Central,Gaziosmanpasa
420000.00,135,2,0_5,Non Central,Buyukcekmece
420000.00,125,2,0_5,Central,Esenyurt
420000.00,120,2,0_5,Non Central,Bahcelievler
420000.00,120,2,0_5,Central,Basaksehir
420000.00,120,2,0_5,Non Central,Gungoren
420000.00,120,2,0_5,Non Central,Maltepe
420000.00,120,2,0_5,Non Central,Maltepe
420000.00,118,2,0_5,Central,Basaksehir
420000.00,117,2,0_5,Central,Basaksehir
420000.00,115,2,0_5,Central,Cekmekoy
420000.00,115,2,0_5,Central,Cekmekoy
420000.00,114,2,0_5,Central,Gaziosmanpasa
420000.00,110,2,0_5,Central,Eyupsultan
420000.00,110,2,0_5,Central,Kartal
420000.00,110,2,0_5,Non Central,Sancaktepe
420000.00,105,2,0_5,Non Central,Bagcilar
420000.00,105,2,0_5,Central,Basaksehir
420000.00,105,2,0_5,Non Central,Beylikduzu
420000.00,105,2,0_5,Central,Esenler
420000.00,105,2,0_5,Non Central,Eyupsultan
420000.00,100,2,0_5,Non Central,Atasehir
420000.00,100,2,0_5,Non Central,Bahcelievler
420000.00,100,2,0_5,Non Central,Eyupsultan
420000.00,100,2,0_5,Non Central,Kartal
420000.00,100,2,0_5,Non Central,Kartal
420000.00,100,2,0_5,Non Central,Maltepe
420000.00,100,2,0_5,Non Central,Maltepe
420000.00,100,2,0_5,Non Central,Zeytinburnu
420000.00,100,2,0_5,Non Central,Zeytinburnu
420000.00,98,2,0_5,Non Central,Pendik
420000.00,96,2,0_5,Non Central,Basaksehir
420000.00,96,2,0_5,Non Central,Basaksehir
420000.00,95,2,0_5,Non Central,Bagcilar
420000.00,95,2,0_5,Non Central,Bagcilar
420000.00,95,2,0_5,Non Central,Bagcilar
420000.00,95,2,0_5,Non Central,Bagcilar
420000.00,95,2,0_5,Non Central,Bagcilar
420000.00,95,2,0_5,Non Central,Bagcilar
420000.00,95,2,0_5,Non Central,Eyupsultan
420000.00,95,2,0_5,Non Central,Kucukcekmece
420000.00,90,2,0_5,Non Central,Atasehir
420000.00,90,2,0_5,Non Central,Bahcelievler
420000.00,90,2,0_5,Non Central,Bahcelievler
420000.00,90,2,0_5,Non Central,Bahcelievler
420000.00,90,2,0_5,Non Central,Eyupsultan
420000.00,90,2,0_5,Non Central,Eyupsultan
420000.00,90,2,0_5,Central,Eyupsultan
420000.00,90,2,0_5,Non Central,Eyupsultan
420000.00,90,2,0_5,Non Central,Kartal
420000.00,90,2,0_5,Non Central,Kartal
420000.00,90,2,0_5,Non Central,Maltepe
420000.00,90,2,0_5,Non Central,Maltepe
420000.00,90,2,0_5,Non Central,Maltepe
420000.00,95,2,0_5,Non Central,Uskudar
420000.00,95,2,0_5,Non Central,Uskudar
420000.00,88,2,0_5,Non Central,Bahcelievler
420000.00,88,2,0_5,Non Central,Bahcelievler
420000.00,86,2,0_5,Non Central,Maltepe
420000.00,86,2,0_5,Non Central,Maltepe
420000.00,86,2,0_5,Non Central,Maltepe
420000.00,85,2,0_5,Non Central,Atasehir
420000.00,85,2,0_5,Central,Bagcilar
420000.00,85,2,0_5,Central,Bahcelievler
420000.00,85,2,0_5,Non Central,Bahcelievler
420000.00,85,2,0_5,Non Central,Kagithane
420000.00,85,2,0_5,Non Central,Zeytinburnu
420000.00,85,2,0_5,Non Central,Zeytinburnu
420000.00,80,2,0_5,Central,Maltepe
420000.00,80,2,0_5,Non Central,Maltepe
420000.00,80,2,0_5,Central,Maltepe
420000.00,75,2,0_5,Non Central,Maltepe
419000.00,128,2,0_5,Non Central,Bahcelievler
419000.00,110,2,0_5,Non Central,Bahcelievler
419000.00,105,2,0_5,Non Central,Bahcelievler
419000.00,95,2,0_5,Non Central,Bahcelievler
419000.00,90,2,0_5,Non Central,Bahcelievler
419000.00,90,2,0_5,Non Central,Bahcelievler
419000.00,88,2,0_5,Non Central,Umraniye
417000.00,80,2,0_5,Non Central,Kartal
417000.00,80,2,0_5,Non Central,Kartal
415000.00,125,2,0_5,Non Central,Sultangazi
415000.00,120,2,0_5,Non Central,Buyukcekmece
415000.00,115,2,0_5,Central,Gaziosmanpasa
415000.00,110,2,0_5,Non Central,Sultangazi
415000.00,108,2,0_5,Central,Basaksehir
415000.00,107,2,0_5,Central,Esenler
415000.00,107,2,0_5,Central,Esenler
415000.00,105,2,0_5,Non Central,Bahcelievler
415000.00,104,2,0_5,Central,Kucukcekmece
415000.00,100,2,0_5,Non Central,Maltepe
415000.00,98,2,0_5,Non Central,Kartal
415000.00,98,2,0_5,Central,Sancaktepe
415000.00,96,2,0_5,Central,Kartal
415000.00,95,2,0_5,Non Central,Esenler
415000.00,93,2,0_5,Non Central,Kartal
415000.00,93,2,0_5,Non Central,Kartal
415000.00,93,2,0_5,Central,Kucukcekmece
415000.00,90,2,0_5,Non Central,Atasehir
415000.00,90,2,0_5,Non Central,Bahcelievler
415000.00,90,2,0_5,Central,Kagithane
415000.00,90,2,0_5,Non Central,Kartal
415000.00,90,2,0_5,Non Central,Kartal
415000.00,90,2,0_5,Non Central,Kartal
415000.00,90,2,0_5,Non Central,Kartal
415000.00,90,2,0_5,Non Central,Kartal
415000.00,90,2,0_5,Non Central,Maltepe
415000.00,95,2,0_5,Non Central,Uskudar
415000.00,95,2,0_5,Non Central,Uskudar
415000.00,85,2,0_5,Non Central,Uskudar
415000.00,85,2,0_5,Non Central,Bahcelievler
415000.00,85,2,0_5,Non Central,Bahcelievler
415000.00,85,2,0_5,Central,Basaksehir
415000.00,85,2,0_5,Non Central,Maltepe
414000.00,110,2,0_5,Non Central,Kartal
413000.00,127,2,0_5,Non Central,Sultangazi
410000.00,157,2,0_5,Non Central,Beylikduzu
410000.00,130,2,0_5,Non Central,Cekmekoy
410000.00,130,2,0_5,Central,Esenyurt
410000.00,125,2,0_5,Central,Esenyurt
410000.00,125,2,0_5,Central,Esenyurt
410000.00,125,2,0_5,Central,Esenyurt
410000.00,125,2,0_5,Central,Sancaktepe
410000.00,119,2,0_5,Non Central,Sultanbeyli
410000.00,117,2,0_5,Central,Basaksehir
410000.00,117,2,0_5,Central,Basaksehir
410000.00,115,2,0_5,Non Central,Beylikduzu
410000.00,115,2,0_5,Non Central,Sultangazi
410000.00,115,2,0_5,Non Central,Sultangazi
410000.00,110,2,0_5,Central,Cekmekoy
410000.00,110,2,0_5,Non Central,Sultangazi
410000.00,110,2,0_5,Central,Tuzla
410000.00,108,2,0_5,Central,Esenler
410000.00,107,2,0_5,Central,Esenler
410000.00,105,2,0_5,Non Central,Pendik
410000.00,105,2,0_5,Non Central,Sultangazi
410000.00,100,2,0_5,Non Central,Atasehir
410000.00,100,2,0_5,Non Central,Avcilar
410000.00,100,2,0_5,Non Central,Bagcilar
410000.00,100,2,0_5,Non Central,Kartal
410000.00,100,2,0_5,Non Central,Kartal
410000.00,100,2,0_5,Non Central,Kucukcekmece
410000.00,100,2,0_5,Non Central,Kucukcekmece
410000.00,97,2,0_5,Central,Pendik
410000.00,95,2,0_5,Central,Atasehir
410000.00,95,2,0_5,Central,Atasehir
410000.00,95,2,0_5,Non Central,Kartal
410000.00,95,2,0_5,Non Central,Zeytinburnu
410000.00,90,2,0_5,Non Central,Bagcilar
410000.00,90,2,0_5,Non Central,Bahcelievler
410000.00,90,2,0_5,Non Central,Eyupsultan
410000.00,90,2,0_5,Non Central,Kagithane
410000.00,90,2,0_5,Non Central,Kartal
410000.00,90,2,0_5,Non Central,Kartal
410000.00,90,2,0_5,Non Central,Kartal
410000.00,90,2,0_5,Central,Kucukcekmece
410000.00,90,2,0_5,Non Central,Pendik
410000.00,90,2,0_5,Non Central,Uskudar
410000.00,90,2,0_5,Non Central,Uskudar
410000.00,88,2,0_5,Central,Maltepe
410000.00,87,2,0_5,Non Central,Bahcelievler
410000.00,87,2,0_5,Non Central,Bayrampasa
410000.00,85,2,0_5,Non Central,Bahcelievler
410000.00,85,2,0_5,Non Central,Eyupsultan
410000.00,85,2,0_5,Non Central,Maltepe
410000.00,85,2,0_5,Non Central,Zeytinburnu
410000.00,80,2,0_5,Non Central,Bayrampasa
410000.00,80,2,0_5,Non Central,Esenler
410000.00,80,2,0_5,Non Central,Esenler
410000.00,80,2,0_5,Non Central,Kartal
410000.00,80,2,0_5,Non Central,Kartal
410000.00,80,2,0_5,Central,Maltepe
410000.00,80,2,0_5,Central,Maltepe
407000.00,120,2,0_5,Central,Pendik
405000.00,140,2,0_5,Non Central,Bahcelievler
405000.00,135,2,0_5,Central,Silivri
405000.00,127,2,0_5,Central,Tuzla
405000.00,120,2,0_5,Central,Basaksehir
405000.00,117,2,0_5,Central,Basaksehir
405000.00,110,2,0_5,Non Central,Sultangazi
405000.00,100,2,0_5,Non Central,Gaziosmanpasa
405000.00,100,2,0_5,Non Central,Sultangazi
405000.00,100,2,0_5,Non Central,Sultangazi
405000.00,100,2,0_5,Non Central,Tuzla
405000.00,95,2,0_5,Central,Bahcelievler
405000.00,90,2,0_5,Central,Maltepe
405000.00,90,2,0_5,Non Central,Maltepe
405000.00,85,2,0_5,Non Central,Kartal
405000.00,85,2,0_5,Non Central,Kartal
405000.00,85,2,0_5,Non Central,Kartal
405000.00,85,2,0_5,Non Central,Maltepe
404000.00,90,2,0_5,Non Central,Kartal
403272.00,95,2,0_5,Central,Pendik
403000.00,110,2,0_5,Central,Maltepe
401112.00,100,2,0_5,Central,Pendik
400000.00,160,2,0_5,Non Central,Avcilar
400000.00,150,2,0_5,Non Central,Eyupsultan
400000.00,150,2,0_5,Non Central,Silivri
400000.00,130,2,0_5,Central,Basaksehir
400000.00,130,2,0_5,Central,Basaksehir
400000.00,130,2,0_5,Non Central,Bayrampasa
400000.00,125,2,0_5,Non Central,Bayrampasa
400000.00,121,2,0_5,Central,Basaksehir
400000.00,120,2,0_5,Non Central,Maltepe
400000.00,120,2,0_5,Non Central,Pendik
400000.00,120,2,0_5,Non Central,Pendik
400000.00,120,2,0_5,Non Central,Tuzla
400000.00,118,2,0_5,Central,Basaksehir
400000.00,118,2,0_5,Non Central,Cekmekoy
400000.00,117,2,0_5,Central,Basaksehir
400000.00,115,2,0_5,Non Central,Bahcelievler
400000.00,115,2,0_5,Central,Basaksehir
400000.00,115,2,0_5,Central,Sultangazi
400000.00,110,2,0_5,Non Central,Bahcelievler
400000.00,110,2,0_5,Non Central,Eyupsultan
400000.00,110,2,0_5,Non Central,Kartal
400000.00,110,2,0_5,Non Central,Kartal
400000.00,110,2,0_5,Non Central,Maltepe
400000.00,110,2,0_5,Non Central,Sisli
400000.00,107,2,0_5,Central,Esenler
400000.00,105,2,0_5,Non Central,Esenler
400000.00,105,2,0_5,Non Central,Eyupsultan
400000.00,105,2,0_5,Non Central,Gaziosmanpasa
400000.00,101,2,0_5,Non Central,Kagithane
400000.00,100,2,0_5,Central,Bagcilar
400000.00,100,2,0_5,Central,Basaksehir
400000.00,100,2,0_5,Central,Cekmekoy
400000.00,100,2,0_5,Central,Cekmekoy
400000.00,100,2,0_5,Central,Cekmekoy
400000.00,100,2,0_5,Non Central,Esenler
400000.00,100,2,0_5,Non Central,Eyupsultan
400000.00,100,2,0_5,Non Central,Gaziosmanpasa
400000.00,100,2,0_5,Non Central,Kagithane
400000.00,100,2,0_5,Non Central,Maltepe
400000.00,100,2,0_5,Non Central,Pendik
400000.00,99,2,0_5,Central,Basaksehir
400000.00,99,2,0_5,Non Central,Kartal
400000.00,98,2,0_5,Non Central,Bahcelievler
400000.00,98,2,0_5,Non Central,Cekmekoy
400000.00,95,2,0_5,Non Central,Bahcelievler
400000.00,95,2,0_5,Non Central,Bahcelievler
400000.00,95,2,0_5,Non Central,Bahcelievler
400000.00,95,2,0_5,Non Central,Eyupsultan
400000.00,95,2,0_5,Non Central,Eyupsultan
400000.00,95,2,0_5,Non Central,Eyupsultan
400000.00,95,2,0_5,Non Central,Gaziosmanpasa
400000.00,95,2,0_5,Non Central,Kagithane
400000.00,90,2,0_5,Non Central,Atasehir
400000.00,90,2,0_5,Non Central,Avcilar
400000.00,90,2,0_5,Non Central,Bahcelievler
400000.00,90,2,0_5,Non Central,Esenler
400000.00,90,2,0_5,Non Central,Eyupsultan
400000.00,90,2,0_5,Non Central,Eyupsultan
400000.00,90,2,0_5,Non Central,Gaziosmanpasa
400000.00,90,2,0_5,Non Central,Kagithane
400000.00,90,2,0_5,Central,Kagithane
400000.00,90,2,0_5,Non Central,Kucukcekmece
400000.00,90,2,0_5,Non Central,Kucukcekmece
400000.00,90,2,0_5,Non Central,Maltepe
400000.00,90,2,0_5,Non Central,Zeytinburnu
400000.00,85,2,0_5,Non Central,Atasehir
400000.00,85,2,0_5,Non Central,Bahcelievler
400000.00,85,2,0_5,Non Central,Bahcelievler
400000.00,85,2,0_5,Non Central,Bayrampasa
400000.00,85,2,0_5,Central,Kagithane
400000.00,85,2,0_5,Non Central,Kartal
400000.00,85,2,0_5,Non Central,Maltepe
400000.00,85,2,0_5,Non Central,Maltepe
400000.00,85,2,0_5,Non Central,Pendik
400000.00,80,2,0_5,Non Central,Bayrampasa
400000.00,80,2,0_5,Non Central,Eyupsultan
400000.00,75,2,0_5,Central,Esenler
400000.00,75,2,0_5,Central,Kucukcekmece
400000.00,75,2,0_5,Central,Kucukcekmece
399000.00,130,2,0_5,Non Central,Beylikduzu
399000.00,130,2,0_5,Non Central,Esenyurt
399000.00,117,2,0_5,Central,Kagithane
399000.00,115,2,0_5,Non Central,Kucukcekmece
399000.00,115,2,0_5,Non Central,Kucukcekmece
399000.00,110,2,0_5,Non Central,Beylikduzu
399000.00,110,2,0_5,Non Central,Beylikduzu
399000.00,110,2,0_5,Non Central,Maltepe
399000.00,110,2,0_5,Non Central,Maltepe
399000.00,105,2,0_5,Non Central,Bahcelievler
399000.00,105,2,0_5,Non Central,Bahcelievler
399000.00,105,2,0_5,Non Central,Sultangazi
399000.00,105,2,0_5,Non Central,Sultangazi
399000.00,100,2,0_5,Non Central,Esenler
399000.00,100,2,0_5,Non Central,Kartal
399000.00,100,2,0_5,Non Central,Sultangazi
399000.00,98,2,0_5,Central,Bahcelievler
399000.00,95,2,0_5,Non Central,Bahcelievler
399000.00,95,2,0_5,Non Central,Esenyurt
399000.00,95,2,0_5,Non Central,Kartal
399000.00,90,2,0_5,Non Central,Bahcelievler
399000.00,85,2,0_5,Non Central,Atasehir
399000.00,85,2,0_5,Non Central,Gungoren
399000.00,75,2,0_5,Non Central,Bahcelievler
398000.00,100,2,0_5,Non Central,Esenler
397500.00,110,2,0_5,Non Central,Cekmekoy
397000.00,100,2,0_5,Non Central,Eyupsultan
397000.00,95,2,0_5,Non Central,Bahcelievler
395000.00,122,2,0_5,Central,Avcilar
